parcel_id,situs_address,year_built,county_code,property_use,lot_size,building_area
484213010048,"751 NE 45 CT, DEERFIELD BEACH 33064",0,16,000,16580,0
484110161171,"NW 47 ST, CORAL SPRINGS 33067",0,16,009,4499,0
484214121680,"420 NW 46 ST, DEERFIELD BEACH 33064",1979,16,001,2817,1449
484110160610,"8563 NW 46 DR, CORAL SPRINGS 33067",1996,16,001,5085,2898
484110161050,"8425 NW 46 DR, CORAL SPRINGS 33067",1995,16,001,5463,2899
484110160620,"8559 NW 46 DR, CORAL SPRINGS 33067",1998,16,001,5085,2168
484110160630,"8555 NW 46 DR, CORAL SPRINGS 33067",1998,16,001,5085,1808
484110160640,"8551 NW 46 DR, CORAL SPRINGS 33067",1998,16,001,5085,1928
484317044200,"4440 NE 27 TER, LIGHTHOUSE POINT 33064",1964,16,001,9000,2516
484110160650,"8547 NW 46 DR, CORAL SPRINGS 33067",1999,16,001,5085,1928
484110160660,"8543 NW 46 DR, CORAL SPRINGS 33067",1999,16,001,5085,1928
484110160670,"8539 NW 46 DR, CORAL SPRINGS 33067",1999,16,001,5085,2178
484110160680,"8535 NW 46 DR, CORAL SPRINGS 33067",1999,16,001,5085,1928
484214121690,"410 NW 46 ST, DEERFIELD BEACH 33064",1979,16,001,2817,1464
484214121580,"325 NW 46 ST, DEERFIELD BEACH 33064",1982,16,001,3380,988
484110160690,"8531 NW 46 DR, CORAL SPRINGS 33067",1999,16,001,5085,2343
484213050760,"1551 NE 44 ST, POMPANO BEACH 33064",1956,16,001,10273,1096
484110160700,"8527 NW 46 DR, CORAL SPRINGS 33067",1999,16,001,5085,2178
484218130260,"4515 WILES RD, COCONUT CREEK 33073",2018,16,019,61109,13735
484213160020,"741 NE 45 CT, DEERFIELD BEACH 33064",1966,16,001,7584,1904
484110160710,"8523 NW 46 DR, CORAL SPRINGS 33067",1998,16,001,5085,2343
484110160720,"8519 NW 46 DR, CORAL SPRINGS 33067",1998,16,001,5085,1928
484110160730,"8515 NW 46 DR, CORAL SPRINGS 33067",1999,16,001,5085,2178
484110160740,"8511 NW 46 DR, CORAL SPRINGS 33067",1999,16,001,5085,1808
484109080770,"9742 NW 46 MNR, CORAL SPRINGS 33076",1992,16,001,11253,2587
484317044430,"4441 NE 27 TER, LIGHTHOUSE POINT 33064",1967,16,001,9000,2374
484110160750,"8507 NW 46 DR, CORAL SPRINGS 33067",1999,16,001,5085,1928
484213160030,"731 NE 45 CT, DEERFIELD BEACH 33064",1960,16,001,7500,2627
484112031230,"4664 NW 58 TER, CORAL SPRINGS 33067",1985,16,001,7875,2564
484214121700,"400 NW 46 ST, DEERFIELD BEACH 33064",1979,16,001,4197,1512
484110160760,"8503 NW 46 DR, CORAL SPRINGS 33067",1998,16,001,5084,2178
484109080780,"9732 NW 46 MNR, CORAL SPRINGS 33076",1992,16,001,10300,2621
484109080790,"9722 NW 46 MNR, CORAL SPRINGS 33076",1991,16,001,10300,2820
484110161060,"8435 NW 46 DR, CORAL SPRINGS 33067",1995,16,001,5158,1823
484215053450,"4661 NW 13 AVE, DEERFIELD BEACH 33064",1974,16,001,2250,1321
484112031160,"4635 NW 59 WAY, CORAL SPRINGS 33067",1986,16,001,7875,2069
484109080800,"9712 NW 46 MNR, CORAL SPRINGS 33076",1992,16,001,10300,2717
484112031130,"4662 NW 59 WAY, CORAL SPRINGS 33067",1986,16,001,7875,2069
484213160040,"721 NE 45 CT, DEERFIELD BEACH 33064",1967,16,001,7500,1779
484109080810,"9702 NW 46 MNR, CORAL SPRINGS 33076",1992,16,001,11253,2645
484108111630,"11168 NW 46 DR, CORAL SPRINGS 33076",1997,16,001,3959,2164
484108110150,"10857 NW 46 DR, CORAL SPRINGS 33076",1995,16,001,6497,1878
484317044340,"4440 NE 27 AVE, LIGHTHOUSE POINT 33064",1964,16,001,9000,2191
484110161070,"8445 NW 46 DR, CORAL SPRINGS 33067",1998,16,001,5086,1949
484112031060,"4677 NW 60 LN, CORAL SPRINGS 33067",1986,16,001,7875,2069
484213160050,"711 NE 45 CT, DEERFIELD BEACH 33064",1968,16,001,7500,2071
484213050460,"4431 NE 15 AVE, POMPANO BEACH 33064",1956,16,001,7500,1668
484213160060,"701 NE 45 CT, DEERFIELD BEACH 33064",1966,16,001,7500,2074
484213050390,"4430 NE 14 TER, POMPANO BEACH 33064",1956,16,001,7500,1139
484108111610,"11165 NW 46 DR, CORAL SPRINGS 33076",1996,16,001,4497,1878
484213051170,"1580 NE 44 ST, POMPANO BEACH 33064",1956,16,001,7485,899
484215054040,"1270 NW 47 ST, DEERFIELD BEACH 33064",1973,16,001,2750,1679
484112031280,"4676 NW 60 LN, CORAL SPRINGS 33067",1985,16,001,8625,2274
484213160070,"651 NE 45 CT, DEERFIELD BEACH 33064",1966,16,001,8000,1644
484215054030,"1280 NW 47 ST, DEERFIELD BEACH 33064",1973,16,001,2250,1800
484109080150,"4620 NW 100 WAY, CORAL SPRINGS 33076",1992,16,001,9357,2744
484215054020,"1290 NW 47 ST, DEERFIELD BEACH 33064",1974,16,001,2750,1800
484213160080,"641 NE 45 CT, DEERFIELD BEACH 33064",1965,16,001,8000,1822
484109080180,"4621 NW 100 WAY, CORAL SPRINGS 33076",1991,16,001,10159,3473
484109140010,"4600-4608 UNIVERSITY DR, CORAL SPRINGS 33076",2016,16,011,44093,7700
484109140020,"9501 WILES RD, CORAL SPRINGS 33076",1996,16,023,38679,4080
484215070230,"4609 NW 9 AVE, DEERFIELD BEACH 33064",1979,16,001,3000,1446
484317044490,"4451 NE 27 AVE, LIGHTHOUSE POINT 33064",1969,16,001,9000,2659
484109080230,"4622 NW 100 TER, CORAL SPRINGS 33076",1992,16,001,10157,2771
484214121590,"321 NW 46 ST, DEERFIELD BEACH 33064",1982,16,001,4601,1039
484213160090,"631 NE 45 CT, DEERFIELD BEACH 33064",1967,16,001,9374,2069
484214122960,"4416 NW 6 AVE, DEERFIELD BEACH 33064",1982,16,001,2817,701
484213050080,"4451 NE 14 AVE, POMPANO BEACH 33064",1956,16,001,7500,919
484108111040,"11055 NW 46 DR, CORAL SPRINGS 33076",1997,16,001,4404,1977
484108111050,"11051 NW 46 DR, CORAL SPRINGS 33076",1996,16,001,4531,2164
484213160190,"4541 NE 6 TER, DEERFIELD BEACH 33064",1971,16,001,7500,1781
484108111060,"11047 NW 46 DR, CORAL SPRINGS 33076",1996,16,001,4532,1965
484109080260,"4623 NW 100 TER, CORAL SPRINGS 33076",1992,16,001,10160,3068
484108111070,"11043 NW 46 DR, CORAL SPRINGS 33076",1995,16,001,4532,1977
484108111080,"11039 NW 46 DR, CORAL SPRINGS 33076",1996,16,001,4489,1965
484109080310,"4624 NW 99 LN, CORAL SPRINGS 33076",1991,16,001,10158,2604
484214122990,"364 NW 46 ST, DEERFIELD BEACH 33064",1978,16,001,5177,1542
484213070360,"4540 NE 6 AVE, DEERFIELD BEACH 33064",1958,16,001,7500,1187
484109080340,"4625 NW 99 LN, CORAL SPRINGS 33076",1991,16,001,10158,2805
484213050280,"4441 NE 14 TER, POMPANO BEACH 33064",1956,16,001,7500,1107
484317044660,"4450 NE 26 AVE, LIGHTHOUSE POINT 33064",1973,16,001,9000,4698
484317044800,"4441 NE 26 AVE, LIGHTHOUSE POINT 33064",1968,16,001,9000,2370
484109080390,"4628 NW 99 TER, CORAL SPRINGS 33076",1991,16,001,9402,2472
484108110070,"10825 NW 46 DR, CORAL SPRINGS 33076",1995,16,001,4546,2068
484214200090,"4540 NE 1 AVE, DEERFIELD BEACH 33064",1983,16,001,6136,1128
484110160230,"4632 NW 86 LN, CORAL SPRINGS 33067",1996,16,001,5762,2898
484108110080,"10829 NW 46 DR, CORAL SPRINGS 33076",1995,16,001,4499,2164
484108111030,"11059 NW 46 DR, CORAL SPRINGS 33076",1996,16,001,4027,2133
484214123000,"360 NW 46 ST, DEERFIELD BEACH 33064",1978,16,001,3404,1291
484108110090,"10833 NW 46 DR, CORAL SPRINGS 33076",1997,16,001,4322,1977
484108111740,"NW 46 DR, CORAL SPRINGS 33076",0,16,009,2594,0
484317044710,"4440 NE 25 AVE, LIGHTHOUSE POINT 33064",1964,16,001,9000,2316
484110161200,"NW 85 AVE, CORAL SPRINGS 33067",0,16,009,2132,0
484214120310,"211 NW 44 ST, DEERFIELD BEACH 33064",1973,16,001,3817,1394
484317045110,"4441 NE 24 TER, LIGHTHOUSE POINT 33064",1962,16,001,8000,1854
484214123010,"356 NW 46 ST, DEERFIELD BEACH 33064",1978,16,001,3401,1291
484110161190,"NW 85 AVE, CORAL SPRINGS 33067",0,16,009,9934,0
484214121200,"4413 NW 6 AVE, DEERFIELD BEACH 33064",1982,16,001,4580,1052
484107010080,"SAWGRASS EXPY, CORAL SPRINGS 33076",0,16,094,25733,0
484108110140,"10853 NW 46 DR, CORAL SPRINGS 33076",1995,16,001,7361,1977
484108110100,"10837 NW 46 DR, CORAL SPRINGS 33076",1995,16,001,4089,1977
484109080450,"4629 NW 99 TER, CORAL SPRINGS 33076",1992,16,001,11013,2587
484108111020,"11063 NW 46 DR, CORAL SPRINGS 33076",1996,16,001,3651,1977
484109080460,"4606 NW 98 LN, CORAL SPRINGS 33076",1991,16,001,12808,2963
484108110960,"11087 NW 46 DR, CORAL SPRINGS 33076",1996,16,001,3683,2164
484108110970,"11083 NW 46 DR, CORAL SPRINGS 33076",1996,16,001,3687,2034
484213050190,"4440 NE 14 AVE, POMPANO BEACH 33064",1956,16,001,8000,1181
484214123020,"352 NW 46 ST, DEERFIELD BEACH 33064",1978,16,001,3387,1298
484108110980,"11079 NW 46 DR, CORAL SPRINGS 33076",1996,16,001,3687,1977
484217010061,"WILES RD, COCONUT CREEK 33073",0,16,094,122139,0
484108110990,"11075 NW 46 DR, CORAL SPRINGS 33076",1997,16,001,3687,1977
484109080550,"4607 NW 98 LN, CORAL SPRINGS 33076",1992,16,001,12809,2734
484317043430,"4431 NE 31 AVE, LIGHTHOUSE POINT 33064",1972,16,001,12138,3164
484108111730,"NW 46 DR, CORAL SPRINGS 33076",0,16,009,34180,0
484109080700,"9711 NW 47 DR, CORAL SPRINGS 33076",1994,16,001,9760,2724
484108111000,"11071 NW 46 DR, CORAL SPRINGS 33076",1996,16,001,3687,1977
484215070240,"4601 NW 9 AVE, DEERFIELD BEACH 33064",1979,16,001,5299,1444
484108111010,"11067 NW 46 DR, CORAL SPRINGS 33076",1996,16,001,3601,1878
484317044860,"4461 NE 25 AVE, LIGHTHOUSE POINT 33064",2015,16,001,9000,3481
484112020020,"4679 NW 66 DR, CORAL SPRINGS 33067",1988,16,001,8000,2404
484111060820,"4711 CHARDONNAY DR, CORAL SPRINGS 33067",1994,16,001,8958,2978
484108110110,"10841 NW 46 DR, CORAL SPRINGS 33076",1996,16,001,3850,2133
484317043360,"4430 NE 30 TER, LIGHTHOUSE POINT 33064",1968,16,001,9000,2386
484111060810,"4604 ROTHSCHILD DR, CORAL SPRINGS 33067",1989,16,001,8940,3034
484112020100,"4640 NW 66 DR, CORAL SPRINGS 33067",1985,16,001,8786,2178
484111061580,"4733 ROTHSCHILD DR, CORAL SPRINGS 33067",1993,16,001,8687,3535
484317045050,"4430 NE 24 AVE, LIGHTHOUSE POINT 33064",1959,16,001,9000,2414
484112020090,"4644 NW 66 DR, CORAL SPRINGS 33067",1985,16,001,8705,2063
484214123030,"348 NW 46 ST, DEERFIELD BEACH 33064",1978,16,001,3385,1291
484317045000,"4440 NE 24 TER, LIGHTHOUSE POINT 33064",1967,16,001,9000,2211
484111060710,"4644 ROTHSCHILD DR, CORAL SPRINGS 33067",1995,16,001,9368,3172
484317043570,"4431 NE 30 TER, LIGHTHOUSE POINT 33064",1968,16,001,9000,2414
484108110120,"10845 NW 46 DR, CORAL SPRINGS 33076",1995,16,001,3747,1977
484108110130,"10849 NW 46 DR, CORAL SPRINGS 33076",1995,16,001,4935,2164
484112020080,"4650 NW 66 DR, CORAL SPRINGS 33067",1985,16,001,14153,2439
484111060700,"4710 ROTHSCHILD DR, CORAL SPRINGS 33067",2002,16,001,8941,3458
484214122950,"4414 NW 6 AVE, DEERFIELD BEACH 33064",1982,16,001,2817,615
484317043500,"4430 NE 30 AVE, LIGHTHOUSE POINT 33064",1967,16,001,9000,2133
484109080560,"9851 NW 47 DR, CORAL SPRINGS 33076",1993,16,001,10171,3432
484108111620,"11164 NW 46 DR, CORAL SPRINGS 33076",1997,16,001,5474,2133
484318270030,"4500 N FEDERAL HWY, LIGHTHOUSE POINT 33064",0,16,009,6188,0
484213051360,"1601 NE 43 CT, POMPANO BEACH 33064",1956,16,001,7553,769
484213050640,"4411 NE 15 TER, POMPANO BEACH 33064",1956,16,001,9670,919
484214123040,"344 NW 46 ST, DEERFIELD BEACH 33064",1978,16,001,3339,1366
484111061690,"4617 ROTHSCHILD DR, CORAL SPRINGS 33067",1993,16,001,9296,2648
484214122740,"4415 NW 5 AVE, DEERFIELD BEACH 33064",1981,16,001,4251,979
484111061660,"4643 ROTHSCHILD DR, CORAL SPRINGS 33067",1994,16,001,9324,2990
484317045170,"4431 NE 24 AVE, LIGHTHOUSE POINT 33064",2009,16,001,9000,4574
484317045290,"4431 NE 23 AVE, LIGHTHOUSE POINT 33064",1964,16,001,8500,2058
484317045240,"4430 NE 22 AVE, LIGHTHOUSE POINT 33064",1962,16,001,8857,2049
484215053460,"4651 NW 13 AVE, DEERFIELD BEACH 33064",1974,16,001,2250,1600
484214120300,"201 NW 44 ST, DEERFIELD BEACH 33064",1973,16,001,2817,1396
484214010510,"298 NE 45 CT, DEERFIELD BEACH 33064",1958,16,001,9366,1528
484214123050,"340 NW 46 ST, DEERFIELD BEACH 33064",1978,16,001,4958,1533
484214010520,"294 NE 45 CT, DEERFIELD BEACH 33064",1958,16,001,7500,1297
484112031400,"4683 NW 58 TER, CORAL SPRINGS 33067",1985,16,001,7875,2274
484214010530,"288 NE 45 CT, DEERFIELD BEACH 33064",1958,16,001,7500,1051
484213051180,"1570 NE 44 ST, POMPANO BEACH 33064",1956,16,001,7485,1152
484213050580,"4420 NE 15 AVE, POMPANO BEACH 33064",1956,16,001,7804,1174
484317043650,"4441 NE 30 AVE, LIGHTHOUSE POINT 33064",2003,16,001,9000,4803
484214010540,"280 NE 45 CT, DEERFIELD BEACH 33064",1958,16,001,7500,992
484214010550,"272 NE 45 CT, DEERFIELD BEACH 33064",1957,16,001,7500,1129
484110110040,"8191 WILES RD, CORAL SPRINGS 33067",0,16,094,18007,0
484110130020,"8181 WILES RD, CORAL SPRINGS 33067",1994,16,027,35963,11534
484214121190,"4411 NW 6 AVE, DEERFIELD BEACH 33064",1982,16,001,3380,979
484317043860,"4440 NE 29 AVE, LIGHTHOUSE POINT 33064",1968,16,001,9000,2988
484214010560,"264 NE 45 CT, DEERFIELD BEACH 33064",1958,16,001,7500,988
484317044000,"4431 NE 29 AVE, LIGHTHOUSE POINT 33064",1964,16,001,9000,2104
484214011770,"4521 NE 1 TER, DEERFIELD BEACH 33064",1971,16,001,7636,1364
484214010570,"256 NE 45 CT, DEERFIELD BEACH 33064",1958,16,001,7500,968
484110130010,"8161-8175 WILES RD, CORAL SPRINGS 33067",1995,16,026,51951,5345
484214010580,"248 NE 45 CT, DEERFIELD BEACH 33064",1958,16,001,7500,1306
484214200350,"10 NE 45 CT, DEERFIELD BEACH 33064",1996,16,001,10038,1504
484214010590,"240 NE 45 CT, DEERFIELD BEACH 33064",1958,16,001,8408,1787
484317043930,"4430 NE 28 TER, LIGHTHOUSE POINT 33064",1965,16,001,9000,2305
484215054050,"1271 NW 46 CT, DEERFIELD BEACH 33064",1974,16,001,2750,1935
484215070250,"4589 NW 9 AVE, DEERFIELD BEACH 33064",1979,16,001,5301,1316
484214010010,"4521 NE 2 AVE, DEERFIELD BEACH 33064",1977,16,001,8455,1881
484218130250,"4525 WILES RD, COCONUT CREEK 33073",2003,16,026,67213,3021
484215054060,"1281 NW 46 CT, DEERFIELD BEACH 33064",1974,16,001,2250,1211
484214010150,"4510 NE 1 TER, DEERFIELD BEACH 33064",1958,16,001,10618,1112
484214122940,"4412 NW 6 AVE, DEERFIELD BEACH 33064",1982,16,001,2817,739
484110160220,"4620 NW 86 LN, CORAL SPRINGS 33067",1999,16,001,10091,2387
484215054070,"1291 NW 46 CT, DEERFIELD BEACH 33064",1973,16,001,2750,1679
484317045420,"2171 NE 44 CT, LIGHTHOUSE POINT 33064",1964,16,001,8583,1922
484317044140,"4431 NE 28 TER, LIGHTHOUSE POINT 33064",1964,16,001,9000,2098
484112048405,"5851-5867 WILES RD, CORAL SPRINGS 33067",2008,16,011,44447,8510
484214122730,"4414 NW 5 AVE, DEERFIELD BEACH 33064",1981,16,001,4755,1045
484112031240,"4632 NW 58 TER, CORAL SPRINGS 33067",1985,16,001,9398,2274
484317045430,"2161 NE 44 CT, LIGHTHOUSE POINT 33064",1965,16,001,8500,2313
484317043290,"4420 NE 31 AVE, LIGHTHOUSE POINT 33064",1973,16,001,14714,3870
484317044070,"4430 NE 28 AVE, LIGHTHOUSE POINT 33064",1963,16,001,9000,2084
484112031150,"4603 NW 59 WAY, CORAL SPRINGS 33067",1985,16,001,9111,2473
484112031140,"4644 NW 59 WAY, CORAL SPRINGS 33067",1986,16,001,8906,2473
484317045410,"4421 NE 22 AVE, LIGHTHOUSE POINT 33064",1961,16,001,9175,1774
484317045440,"2151 NE 44 CT, LIGHTHOUSE POINT 33064",1964,16,001,8500,1957
484112031050,"4655 NW 60 LN, CORAL SPRINGS 33067",1986,16,001,8618,2485
484214200370,"20 NE 45 CT, DEERFIELD BEACH 33064",1983,16,001,7372,1159
484214200360,"12 NE 45 CT, DEERFIELD BEACH 33064",1997,16,001,6235,1552
484213050450,"4421 NE 15 AVE, POMPANO BEACH 33064",1956,16,001,7500,1297
484317045450,"2141 NE 44 CT, LIGHTHOUSE POINT 33064",1972,16,001,8500,1881
484214200080,"4530 NE 1 AVE, DEERFIELD BEACH 33064",1988,16,001,6135,1362
484317044280,"4431 NE 28 AVE, LIGHTHOUSE POINT 33064",1966,16,001,9000,2274
484213050400,"4420 NE 14 TER, POMPANO BEACH 33064",1956,16,001,7500,1132
484214090090,"NW 44 ST, DEERFIELD BEACH 33441",0,16,094,39560,0
484214120311,"191 NW 44 ST, DEERFIELD BEACH 33064",1973,16,001,2818,1417
484112031290,"4644 NW 60 LN, CORAL SPRINGS 33067",1985,16,001,9024,2521
484317044210,"4430 NE 27 TER, LIGHTHOUSE POINT 33064",1969,16,001,9000,2100
484109080160,"4610 NW 100 WAY, CORAL SPRINGS 33076",1993,16,001,9777,2549
484214123060,"336 NW 46 ST, DEERFIELD BEACH 33064",1978,16,001,4432,1607
484109080170,"4611 NW 100 WAY, CORAL SPRINGS 33076",1992,16,001,11118,3001
484109080240,"4612 NW 100 TER, CORAL SPRINGS 33076",1992,16,001,11117,2793
484214122750,"4413 NW 5 AVE, DEERFIELD BEACH 33064",1981,16,001,2817,979
484317044420,"4431 NE 27 TER, LIGHTHOUSE POINT 33064",1964,16,001,9000,2115
484213050090,"4441 NE 14 AVE, POMPANO BEACH 33064",1998,16,001,7500,1559
484213160180,"4531 NE 6 TER, DEERFIELD BEACH 33064",1967,16,001,7750,1549
484109080250,"4613 NW 100 TER, CORAL SPRINGS 33067",1992,16,001,11120,2959
484213052270,"4399 NE 16 AVE, POMPANO BEACH 33064",1956,16,001,8266,1204
484214121180,"4409 NW 6 AVE, DEERFIELD BEACH 33064",1982,16,001,3380,979
484109080320,"4614 NW 99 LN, CORAL SPRINGS 33076",1993,16,001,11118,2780
484213010042,"760 NE 45 CT, DEERFIELD BEACH 33064",0,16,000,8297,0
484214121710,"4415 NW 4 AVE, DEERFIELD BEACH 33064",1980,16,001,4677,1015
484213052050,"4398 NE 15 TER, POMPANO BEACH 33064",1956,16,001,8266,1206
484317044350,"4430 NE 27 AVE, LIGHTHOUSE POINT 33064",1972,16,001,9000,2170
484213052280,"4398 NE 16 AVE, POMPANO BEACH 33064",1956,16,001,8248,1921
484318000280,"4490 N FEDERAL HWY, LIGHTHOUSE POINT 33064",1966,16,021,30150,3167
484213070350,"4530 NE 6 AVE, DEERFIELD BEACH 33064",1958,16,001,7500,898
484109080330,"4615 NW 99 LN, CORAL SPRINGS 33076",1993,16,001,11118,2756
484213050270,"4431 NE 14 TER, POMPANO BEACH 33064",1956,16,001,7500,1527
484109080400,"4618 NW 99 TER, CORAL SPRINGS 33076",1993,16,001,11494,2818
484213051770,"4391 NE 15 TER, POMPANO BEACH 33064",1957,16,001,7866,1169
484112048401,"4601 N STATE ROAD 7, CORAL SPRINGS 33067",1999,16,011,124384,14580
484213051780,"1598 NE 43 CT, POMPANO BEACH 33064",1956,16,001,7875,1111
484214122930,"4410 NW 6 AVE, DEERFIELD BEACH 33064",1982,16,001,3817,1241
484218130241,"LYONS RD, COCONUT CREEK 33073",0,16,094,1116,0
484213050630,"4401 NE 15 TER, POMPANO BEACH 33064",1956,16,001,8185,944
484110160210,"4608 NW 86 LN, CORAL SPRINGS 33067",1996,16,001,12185,2585
484213051350,"1591 NE 43 CT, POMPANO BEACH 33064",1956,16,001,7553,1085
484317044500,"4441 NE 27 AVE, LIGHTHOUSE POINT 33064",1969,16,001,9000,2909
484215070260,"4585 NW 9 AVE, DEERFIELD BEACH 33064",1979,16,001,3000,1546
484217000030,"3600 W SAMPLE RD, COCONUT CREEK 33073",0,16,082,240209,0
484215053800,"4620 NW 12 DR, DEERFIELD BEACH 33064",1974,16,001,2552,1788
484317045100,"4431 NE 24 TER, LIGHTHOUSE POINT 33064",1965,16,001,8000,2282
484213070870,"550 NE 45 CT, DEERFIELD BEACH 33064",1958,16,001,8866,754
484214120330,"181 NW 44 ST, DEERFIELD BEACH 33064",1973,16,001,2825,1366
484213070880,"540 NE 45 CT, DEERFIELD BEACH 33064",1958,16,001,9000,1768
484109080710,"9701 NW 47 DR, CORAL SPRINGS 33076",1994,16,001,11155,2671
484213070890,"530 NE 45 CT, DEERFIELD BEACH 33064",1958,16,001,9000,882
484213070900,"520 NE 45 CT, DEERFIELD BEACH 33064",1958,16,001,8463,755
484317044650,"4440 NE 26 AVE, LIGHTHOUSE POINT 33064",1969,16,001,9000,2294
484317044790,"4431 NE 26 AVE, LIGHTHOUSE POINT 33064",1968,16,001,9000,1923
484111061590,"4701 ROTHSCHILD DR, CORAL SPRINGS 33067",1989,16,001,11071,2901
484215053470,"4641 NW 13 AVE, DEERFIELD BEACH 33064",1974,16,001,2250,1321
484213050200,"4430 NE 14 AVE, POMPANO BEACH 33064",1956,16,001,8000,1371
484317044720,"4430 NE 25 AVE, LIGHTHOUSE POINT 33064",1964,16,001,9000,1940
484214123070,"332 NW 46 ST, DEERFIELD BEACH 33064",1978,16,001,2816,1291
484112020030,"4665 NW 66 DR, CORAL SPRINGS 33067",1987,16,001,9753,2643
484213051190,"1560 NE 44 ST, POMPANO BEACH 33064",1956,16,001,7485,919
484214122760,"4411 NW 5 AVE, DEERFIELD BEACH 33064",1981,16,001,2817,979
484317045330,"4420 NE 23 AVE, LIGHTHOUSE POINT 33064",1968,16,001,11854,3025
484111061700,"4605 ROTHSCHILD DR, CORAL SPRINGS 33067",1989,16,001,12387,2678
484214121170,"4407 NW 6 AVE, DEERFIELD BEACH 33064",1982,16,001,3380,979
484111061650,"4655 ROTHSCHILD DR, CORAL SPRINGS 33067",1989,16,001,13679,2875
484110160200,"8576 NW 46 DR, CORAL SPRINGS 33067",1998,16,001,5756,1928
484213071010,"4531 NE 5 AVE, DEERFIELD BEACH 33064",1958,16,001,8407,1319
484317043420,"4421 NE 31 AVE, LIGHTHOUSE POINT 33064",1968,16,001,11946,2481
484317044870,"4451 NE 25 AVE, LIGHTHOUSE POINT 33064",1969,16,001,9000,2267
484215070270,"4581 NW 9 AVE, DEERFIELD BEACH 33064",1979,16,001,3300,1456
484214122720,"4412 NW 5 AVE, DEERFIELD BEACH 33064",1981,16,001,2637,1111
484110161180,"NW 46 DR, CORAL SPRINGS 33067",0,16,009,22576,0
484317043370,"4420 NE 30 TER, LIGHTHOUSE POINT 33064",1969,16,001,9000,2520
484110160190,"8572 NW 46 DR, CORAL SPRINGS 33067",1996,16,001,5761,2108
484110160180,"8568 NW 46 DR, CORAL SPRINGS 33067",1998,16,001,5761,2584
484214124170,"4414 NW 4 AVE, DEERFIELD BEACH 33064",1979,16,001,3817,1560
484214120331,"171 NW 44 ST, DEERFIELD BEACH 33064",1973,16,001,2838,1361
484110160170,"8564 NW 46 DR, CORAL SPRINGS 33067",1998,16,001,5762,2187
484317044990,"4430 NE 24 TER, LIGHTHOUSE POINT 33064",1968,16,001,9000,3267
484110160160,"8560 NW 46 DR, CORAL SPRINGS 33067",1998,16,001,5762,2525
484317043560,"4421 NE 30 TER, LIGHTHOUSE POINT 33064",1977,16,001,9000,2588
484214123080,"328 NW 46 ST, DEERFIELD BEACH 33064",1978,16,001,2817,1323
484110160150,"8556 NW 46 DR, CORAL SPRINGS 33067",1998,16,001,5761,2387
484110160140,"8552 NW 46 DR, CORAL SPRINGS 33067",1998,16,001,5761,2343
484214000022,"141 NW 44 ST, DEERFIELD BEACH 33064",1975,16,086,8648,0
484110160130,"8548 NW 46 DR, CORAL SPRINGS 33067",1998,16,001,5761,1928
484213051790,"1596 NE 43 CT, POMPANO BEACH 33064",1956,16,001,8500,1032
484110160120,"8544 NW 46 DR, CORAL SPRINGS 33067",1999,16,001,5761,1928
484110160110,"8540 NW 46 DR, CORAL SPRINGS 33067",1998,16,001,5762,1928
484110160100,"8536 NW 46 DR, CORAL SPRINGS 33067",1999,16,001,5761,2197
484317043510,"4420 NE 30 AVE, LIGHTHOUSE POINT 33064",1967,16,001,9000,2185
484110160090,"8532 NW 46 DR, CORAL SPRINGS 33067",1999,16,001,5761,2315
484110160080,"8528 NW 46 DR, CORAL SPRINGS 33067",1998,16,001,5761,1928
484110160070,"8524 NW 46 DR, CORAL SPRINGS 33067",1998,16,001,5761,2515
484214122920,"4408 NW 6 AVE, DEERFIELD BEACH 33064",1982,16,001,3817,818
484110160060,"8520 NW 46 DR, CORAL SPRINGS 33067",1999,16,001,5761,2197
484112031390,"4661 NW 58 TER, CORAL SPRINGS 33067",1985,16,001,10909,2473
484110160050,"8516 NW 46 DR, CORAL SPRINGS 33067",1998,16,001,5761,2387
484213050590,"4410 NE 15 AVE, POMPANO BEACH 33064",1956,16,001,7650,1602
484110160040,"8512 NW 46 DR, CORAL SPRINGS 33067",1998,16,001,5761,2314
484110160030,"8508 NW 46 DR, CORAL SPRINGS 33067",1998,16,001,5761,2515
484110160020,"8504 NW 46 DR, CORAL SPRINGS 33067",1999,16,001,5761,1928
484110160011,"8500 NW 46 DR, CORAL SPRINGS 33067",1998,16,001,6188,1928
484214011780,"4511 NE 1 TER, DEERFIELD BEACH 33064",1971,16,001,7637,1446
484214200070,"4520 NE 1 AVE, DEERFIELD BEACH 33064",1987,16,001,6134,1655
484317045300,"4421 NE 23 AVE, LIGHTHOUSE POINT 33064",1963,16,001,8038,2197
484317045230,"4420 NE 22 AVE, LIGHTHOUSE POINT 33064",1963,16,001,8996,2451
484214121720,"4413 NW 4 AVE, DEERFIELD BEACH 33064",1980,16,001,2535,848
484110161080,"8430 NW 46 DR, CORAL SPRINGS 33067",1995,16,001,5762,2585
484110161090,"8420 NW 46 DR, CORAL SPRINGS 33067",1995,16,001,5762,2197
484213010049,"NE 45 CT, DEERFIELD BEACH 33064",0,16,000,7505,0
484110161100,"8410 NW 46 DR, CORAL SPRINGS 33067",1995,16,001,5762,2267
484111061730,"4720 CHARDONNAY DR, CORAL SPRINGS 33067",1989,16,001,11071,3078
484110161150,"8360 NW 46 DR, CORAL SPRINGS 33067",1995,16,001,5779,2473
