ParcelID,WorkType,Contractor,Status,Applied Date
494113100800,REROOF SHINGLE & FLAT,A-1 MODIFIED ROOFING INC,CLOSED,08/14/19
494113090380,REROOF FLAT,A-1 MODIFIED ROOFING INC,CLOSED,10/05/23
494113090040,REROOF FLAT,A-1 MODIFIED ROOFING INC,APPROVED,01/25/24
494113081290,REROOF TILE & FLAT,A-1 MODIFIED ROOFING INC,APPROVED,03/21/24
494106020810,RE ROOF FLAT,A-1 MODIFIED ROOFING INC,CLOSED,04/01/24
494113090360,SHINGLE RE-ROOF,A-1 MODIFIED ROOFING INC,APPROVED,04/17/24
494113081290,SEE 24-1384,A-1 MODIFIED ROOFING INC,DUPLICATE,05/16/24
494111270290,RE-ROOF SHINGLES,A-1 MODIFIED ROOFING INC,CLOSED,07/16/24
494111270280,RE-ROOFING SHINGLE,A-1 MODIFIED ROOFING INC,CLOSED,07/16/24
494104210260,REROOF FLAT,A-1 MODIFIED ROOFING INC,APPROVED,03/21/25
494216091130,REROOF SHINGLE AND FLAT,A-1 MODIFIED ROOFING INC,CLOSED,03/26/25
494104210670,REROOF FLAT CLUBHOUSE & P,A-1 MODIFIED ROOFING INC,CLOSED,07/16/25
494114030050,RE-ROOF FLAT,A-1 MODIFIED ROOFING INC,CLOSED,08/11/25
494109031480,RE-ROOF TILE & FLAT,A-1 MODIFIED ROOFING INC,CLOSED,08/29/25
494111060070,,A-1 ROOFING & WATERPROOFING JT,IN PLAN CHECK,12/03/25
494111100441,REROOF SHINGLE AND FLAT,A-1 SUNSHINE ROOFING,CLOSED,11/08/17
494105051600,RE-ROOF FLAT,A-1 SUNSHINE ROOFING,CLOSED,02/28/18
494111100050,REROOF SHINGLE,A-1 SUNSHINE ROOFING,CLOSED,03/29/18
494103190720,REROOF SHINGLE AND FLAT,A-1 SUNSHINE ROOFING,CLOSED,03/29/18
494108110280,REROOF FLAT ONLY,A-1 SUNSHINE ROOFING,CLOSED,05/08/18
494103190710,REROOF SHINGLE,A-1 SUNSHINE ROOFING,CLOSED,06/01/18
494110023090,REROOF SHINGLE AND FLAT,A-1 SUNSHINE ROOFING,CLOSED,06/12/18
494103130020,REROOF SHINGLE,A-1 SUNSHINE ROOFING,CLOSED,08/27/19
494111141240,SMC- MANSARD WOOD SHAKE,A-1 SUNSHINE ROOFING,CLOSED,11/12/19
494111060030,SHINGLE/FLAT-CANCEL NO WK,A-1 SUNSHINE ROOFING,CANCELLED,03/30/20
494105030610,RE-ROOF FLAT,A-1 SUNSHINE ROOFING,CLOSED,04/01/20
494114030930,RE-ROOF FLAT,A-1 SUNSHINE ROOFING,APPROVED,07/22/20
494110030410,RE-ROOF SHINGLE & FLAT,A-1 SUNSHINE ROOFING,CLOSED,02/16/21
494103032470,REROOF FLAT,A-1 SUNSHINE ROOFING,CLOSED,04/16/21
494110030400,REROOF TILE ONLY,A-1 SUNSHINE ROOFING,APPROVED,06/29/21
494113102970,REROOF SHINGLES AND FLAT,A-1 SUNSHINE ROOFING,CLOSED,06/29/21
494111060030,SEE 20-1268 DUPLICATE,A-1 SUNSHINE ROOFING,DUPLICATE,07/22/21
494110030810,RE-ROOF SHINGLES & FLAT,A-1 SUNSHINE ROOFING,APPROVED,12/26/24
494110030810,SEE 24-5714,A-1 SUNSHINE ROOFING,DUPLICATE,01/03/25
494111100371,REROOF SHINGLES,A & A ROOFING CONTRACTORS INC,CLOSED,06/01/17
494105030650,HW/SHINGLE SF 2968,AAA CUSTOM ROOFING,CLOSED,01/06/06
494113100430,HW/SHINGLE ROOF SF 2525,AAA CUSTOM ROOFING,CLOSED,01/06/06
494113100150,LOPEZ/SHINGLE SF 2658,AAA CUSTOM ROOFING,CLOSED,01/06/06
494108052030,BEDELL/ROOF SF 2925,AAA CUSTOM ROOFING,CLOSED,01/06/06
494113041030,HW/SHINGLE ROOF SF 1479,AAA CUSTOM ROOFING,CLOSED,01/09/06
494108050280,HW/SHINGLE ROOF-3000,AAA CUSTOM ROOFING,CLOSED,01/09/06
494103190570,CORONA/REROOF,AAA CUSTOM ROOFING,CLOSED,02/01/06
494105030440,MACLELLAN/REROOF,AAA CUSTOM ROOFING,CLOSED,02/01/06
494106011620,BERNSTEIN/REROOF,AAA CUSTOM ROOFING,CLOSED,02/16/06
494113101680,PINKSTON/REROOF,AAA CUSTOM ROOFING,CLOSED,02/16/06
494113071560,THERRIEN/REROOF,AAA CUSTOM ROOFING,CLOSED,02/16/06
494105051790,FREUND/REROOF,AAA CUSTOM ROOFING,CLOSED,02/16/06
494105090900,LURO/REROOF,AAA CUSTOM ROOFING,CLOSED,02/16/06
494105160790,REROOF-SEE 11-2761,AAA CUSTOM ROOFING,VOID,02/16/06
494105160790,WESTLAKE HOA/REROOF,AAA CUSTOM ROOFING,CLOSED,02/16/06
494105160790,WESTLAKE HOA/REROOF,AAA CUSTOM ROOFING,CLOSED,02/16/06
494105160790,WESTLAKE HOA/REROOF,AAA CUSTOM ROOFING,CLOSED,02/16/06
494105160790,WESTLAKE HOA/REROOF,AAA CUSTOM ROOFING,CLOSED,02/16/06
494105160790,WESTLAKE HOA/REROOF,AAA CUSTOM ROOFING,CLOSED,02/16/06
494105160790,WESTLAKE HOA/REROOF,AAA CUSTOM ROOFING,CLOSED,02/16/06
494105160790,WESTLAKE HOA/REROOF,AAA CUSTOM ROOFING,CLOSED,02/16/06
494114050050,GERONEMUS/REROOF,AAA CUSTOM ROOFING,CLOSED,02/22/06
494104AA0530,SANTANGELO/REROOF,AAA CUSTOM ROOFING,CLOSED,02/22/06
494103190590,STOUT/REROOF,AAA CUSTOM ROOFING,CLOSED,03/07/06
494113101210,FLANNERY/REROOF,AAA CUSTOM ROOFING,CLOSED,03/08/06
494105151720,SPRING LAKE/REROOF,AAA CUSTOM ROOFING,CLOSED,03/23/06
494105151720,SPRINGLAKE VILLAS/REROOF,AAA CUSTOM ROOFING,CLOSED,03/23/06
494105151720,SPRINGLAKE VILLAS/REROOF,AAA CUSTOM ROOFING,CLOSED,03/23/06
494105151720,SPRINGLAKE VILLAS/REROOF,AAA CUSTOM ROOFING,CLOSED,03/23/06
494105151720,SPRINGLAKE VILLAS/REROOF,AAA CUSTOM ROOFING,CLOSED,03/23/06
494105151720,SPRINGLAKE VILLAS/REROOF,AAA CUSTOM ROOFING,CLOSED,03/23/06
494105151720,SPRINGLAKE VILLAS/REROOF,AAA CUSTOM ROOFING,CLOSED,03/23/06
494105151720,SPRINGLAKE VILLAS/REROOF,AAA CUSTOM ROOFING,CLOSED,03/23/06
494105151720,SPRINGLAKE VILLAS/REROOF,AAA CUSTOM ROOFING,CLOSED,03/23/06
494105151720,SPRINGLAKE VILLAS/REROOF,AAA CUSTOM ROOFING,CLOSED,03/23/06
494105151720,SPRINGLAKE VILLAS/REROOF,AAA CUSTOM ROOFING,CLOSED,03/23/06
494105151720,SPRINGLAKE VILLAS/REROOF,AAA CUSTOM ROOFING,CLOSED,03/23/06
494105151720,SPRINGLAKE VILLAS/REROOF,AAA CUSTOM ROOFING,CLOSED,03/23/06
494113101810,COPELAND/REROOF,AAA CUSTOM ROOFING,CLOSED,03/23/06
494105151720,SPRINGLAKE VILLAS/REROOF,AAA CUSTOM ROOFING,CLOSED,03/23/06
494105151720,SPRINGLAKE VILLAS/REROOF,AAA CUSTOM ROOFING,CLOSED,03/23/06
494105151720,SPRINGLAKE VILLAS/REROOF,AAA CUSTOM ROOFING,CLOSED,03/23/06
494105151720,SPRINGLAKE VILLAS/REROOF,AAA CUSTOM ROOFING,CLOSED,03/23/06
494105151720,SPRINGLAKE VILLAS/REROOF,AAA CUSTOM ROOFING,CLOSED,03/23/06
494106012060,RROOF SHINGLE&FLAT/3000SF,AAA CUSTOM ROOFING,CLOSED,05/01/06
494113112300,RROOF SHINGLE&FLAT/3000SF,AAA CUSTOM ROOFING,CLOSED,05/01/06
494104AA0490,REROOF SHINGLE/2700 SF,AAA CUSTOM ROOFING,CLOSED,05/01/06
494110020170,REROOF SHINGLE/2600 SF,AAA CUSTOM ROOFING,CLOSED,05/01/06
494106011550,RROOF SHINGLE&FLAT/2800SF,AAA CUSTOM ROOFING,CLOSED,05/01/06
494105230810,REROOF SHINGLE/2675 SF,AAA CUSTOM ROOFING,CLOSED,05/01/06
494113100840,RROOF SHINGLE&FLAT/3300SF,AAA CUSTOM ROOFING,CLOSED,05/01/06
494105051440,RROOF SHINGLE&FLAT/2577SF,AAA CUSTOM ROOFING,CLOSED,05/01/06
494105030550,RROOF SHINGLE&FLAT/2800SF,AAA CUSTOM ROOFING,CLOSED,05/08/06
494113071850,REROOF SHINGLE/ 2512 SF,AAA CUSTOM ROOFING,CLOSED,05/17/06
494113020210,REROOF SHINGLE/ 2000 SF,AAA CUSTOM ROOFING,CLOSED,05/17/06
494111110890,REROOF SHINGLE/2640SF,AAA CUSTOM ROOFING,CLOSED,06/07/06
494111BJ0000,REROOF SHINGLE/8000SF,AAA CUSTOM ROOFING,CLOSED,06/07/06
494104AA0190,RROOF SHINGLE&FLAT/3600SF,AAA CUSTOM ROOFING,CANCELLED,06/07/06
494113101620,RROOF SHINGLE&FLAT/2300SF,AAA CUSTOM ROOFING,CLOSED,06/07/06
494111BJ0000,ROOF SHINGLE&FLAT/11100SF,AAA CUSTOM ROOFING,CLOSED,06/07/06
494111BJ0000,RROOF SHINGLE/FLAT11100SF,AAA CUSTOM ROOFING,CLOSED,06/07/06
494105162221,REROOF SHINGLES 7000,AAA CUSTOM ROOFING,CLOSED,06/17/06
494105160790,MANAGEMENT/REROOF 8900,AAA CUSTOM ROOFING,CLOSED,06/17/06
494105160790,J&L MANAGEMENT/7850 SQ FT,AAA CUSTOM ROOFING,CLOSED,06/17/06
494104290180,REROOF SHINGLE/3283 SF,AAA CUSTOM ROOFING,CLOSED,08/02/06
494105151720,REROOF SHINGLE/6783 SF,AAA CUSTOM ROOFING,CLOSED,08/04/06
494105160790,REROOF SHINGLE/11000 SF,AAA CUSTOM ROOFING,CLOSED,10/25/06
494105160790,REROOF SHINGLE/11500 SF,AAA CUSTOM ROOFING,CLOSED,10/25/06
494105160790,REROOF SHINGLE-7200 SF,AAA CUSTOM ROOFING,CLOSED,10/25/06
494105160790,RROOF SHINGL&FLAT/12050SF,AAA CUSTOM ROOFING,CLOSED,10/25/06
494105160790,RROOF SHINGL&FLAT/12000SF,AAA CUSTOM ROOFING,CLOSED,10/25/06
494105160790,REROOF SHINGLE/10400 SF,AAA CUSTOM ROOFING,CLOSED,10/25/06
494105160790,REROOF SHINGLE/10700 SF,AAA CUSTOM ROOFING,CLOSED,10/25/06
494105160790,RROOF SHINGLE&FLAT/7350SF,AAA CUSTOM ROOFING,CLOSED,10/25/06
494105160790,RROOF SHINGL&FLAT/10650SF,AAA CUSTOM ROOFING,CLOSED,10/25/06
494105160790,RROOF SHINGLE&FLAT/7150SF,AAA CUSTOM ROOFING,CLOSED,10/25/06
494105160790,REROOF SHINGLE/10800 SF,AAA CUSTOM ROOFING,CLOSED,10/25/06
494105160790,REROOF SHINGLE/8900 SF,AAA CUSTOM ROOFING,CLOSED,10/25/06
494105160790,RROOF SHINGL&FLAT/11150SF,AAA CUSTOM ROOFING,CLOSED,10/25/06
494103052150,REROOF SHINGLE AND FLAT,AAA ROOFING SERVICES INC,CLOSED,07/18/18
494111092601,REROOF SHINGLE,AAA ROOFING SERVICES INC,CLOSED,10/09/18
494108212400,RE-ROOF TILE,AAA ROOFMASTERS INC,CLOSED,10/19/20
494105140120,RENEWAL 98-2600,AABCO ROOFING INC,CLOSED,01/11/00
494113023620,RENEWAL 98-2852,AABCO ROOFING INC,CLOSED,01/11/00
494113022140,RENEWAL 98-2072,AABCO ROOFING INC,CLOSED,01/11/00
494103162180,DOYLE-ROOF,AABCO ROOFING INC,CLOSED,03/07/00
494104320120,LUSTY/ROOF,AABCO ROOFING INC,CLOSED,03/09/00
494105032460,PASQUALE/ROOF,AABCO ROOFING INC,CLOSED,03/23/00
494103052580,BREZINSKI/ROOF,AABCO ROOFING INC,CLOSED,03/29/00
494103061280,BROWN/ROOF,AABCO ROOFING INC,CLOSED,04/10/00
494109070090,LANG/ROOF,AABCO ROOFING INC,CLOSED,04/14/00
494110043840,WITHROW/ROOF,AABCO ROOFING INC,CLOSED,04/18/00
494103182540,WHITMIER/ROOF,AABCO ROOFING INC,VOID,04/18/00
494103161730,KROLL/ROOF,AABCO ROOFING INC,CLOSED,05/05/00
494103090060,LESSON/ROOF,AABCO ROOFING INC,CLOSED,06/09/00
494103181050,RODRIGUEZ/ROOF,AABCO ROOFING INC,CLOSED,06/21/00
494110050510,RE-ROOF,AABCO ROOFING INC,CLOSED,08/03/00
494110044100,HYATT/ROOF,AABCO ROOFING INC,CLOSED,08/18/00
494110052540,BULANDA/ROOF,AABCO ROOFING INC,CLOSED,08/25/00
494105040840,GIMPEL-ROOF,AABCO ROOFING INC,CLOSED,08/29/00
494103050310,SCHAD/1500 SF SHINGLE,AABCO ROOFING INC,CLOSED,09/14/00
494103162200,WALTON/ROOF,AABCO ROOFING INC,CLOSED,09/29/00
494110041360,LEBEDOFF/ROOF,AABCO ROOFING INC,CLOSED,10/25/00
494106023190,GREEN/ROOF,AABCO ROOFING INC,CLOSED,10/25/00
494105050710,HUBBARD/ROOF,AABCO ROOFING INC,CLOSED,10/25/00
494103081210,DOSSANTOS/ROOF,AABCO ROOFING INC,CLOSED,12/28/00
494103180760,BOTTOM/ROOF,AABCO ROOFING INC,CLOSED,12/28/00
494114090460,SCHWATZMAN/ROOF,AABCO ROOFING INC,CLOSED,01/17/01
494103180100,KIRSCHNER/ROOF,AABCO ROOFING INC,CLOSED,02/26/01
494105050730,DINUCCI/ROOF,AABCO ROOFING INC,CLOSED,03/08/01
494104420270,LAPAZ/ROOF,AABCO ROOFING INC,CLOSED,06/28/01
494103052740,GARRISON/ROOF,AABCO ROOFING INC,CLOSED,07/05/01
494114110270,ZAKROFF/ROOF,AABCO ROOFING INC,CLOSED,07/10/01
494103040180,PARNES/ROOF,AABCO ROOFING INC,CLOSED,08/08/01
494103051150,ABRAHAM/ROOF,AABCO ROOFING INC,CLOSED,08/08/01
494104440340,FELDER/ROOF,AABCO ROOFING INC,CLOSED,08/31/01
494103180890,CARABAL/REROOF,AABCO ROOFING INC,CLOSED,09/24/01
494103182540,WHITMEIR/ROOF,AABCO ROOFING INC,CLOSED,10/03/01
494104420100,JAME/ROOF,AABCO ROOFING INC,CLOSED,10/03/01
494105041770,REROOF/RABIN,AABCO ROOFING INC,CLOSED,10/17/01
494113071250,JONES/ROOF,AABCO ROOFING INC,CLOSED,10/19/01
494109310010,CITY OF TAMARAC/REROOF,AABCO ROOFING INC,CLOSED,02/20/02
494105042600,URIST/REROOF,AABCO ROOFING INC,CLOSED,03/26/02
494105140020,GARTENHAUS/ROOF,AABCO ROOFING INC,CLOSED,04/04/02
494114030730,"WOLFE,REROOF",AABCO ROOFING INC,CLOSED,04/05/02
494105050410,DOMINGUES/RE-ROOF,AABCO ROOFING INC,CLOSED,04/18/02
494105032680,GOROWITZ/RE-ROOF,AABCO ROOFING INC,CLOSED,05/01/02
494103041670,RICHMAN/RE-ROOF,AABCO ROOFING INC,CLOSED,05/07/02
494103070290,GRILLO/RE-ROOF,AABCO ROOFING INC,CLOSED,05/23/02
494103161450,EISEN/RE-ROOF,AABCO ROOFING INC,CLOSED,07/09/02
494103161560,GOODRIDGE/RE-ROOF,AABCO ROOFING INC,CLOSED,07/12/02
494106020780,KLEINBERG/REROOF 2250,AABCO ROOFING INC,CLOSED,08/23/02
494105051210,PAVLOW/RE-ROOF,AABCO ROOFING INC,CLOSED,09/12/02
494109020990,GROBLEWSKI/REROOF,AABCO ROOFING INC,CLOSED,10/08/02
494108051640,WEAVER/REROOF,AABCO ROOFING INC,CLOSED,10/15/02
494104210380,DAVID/REROOF,AABCO ROOFING INC,CLOSED,01/13/03
494103040380,RACHLIN/REROOF,AABCO ROOFING INC,CLOSED,01/13/03
494114090030,GAMBLE/REROOF,AABCO ROOFING INC,CLOSED,01/24/03
494105060990,AMBERSON/REROOF,AABCO ROOFING INC,CLOSED,01/29/03
494103081051,SCHEIDTER/REROOF,AABCO ROOFING INC,CLOSED,02/05/03
494103051140,CUCCHIARA/REROOF,AABCO ROOFING INC,CLOSED,02/13/03
494103090780,GOLD/REROOF,AABCO ROOFING INC,CLOSED,03/06/03
494103033700,PECK/REROOF,AABCO ROOFING INC,CLOSED,03/12/03
494103033580,GREENLEAF/RE-ROOF,AABCO ROOFING INC,CLOSED,03/21/03
494103090770,HADDOCK/RE-ROOF,AABCO ROOFING INC,CLOSED,05/16/03
494104310090,KURDZIEL/REROOF,AABCO ROOFING INC,CLOSED,05/16/03
494104AC0100,RE-ROOF/FISHMAN,AABCO ROOFING INC,CLOSED,06/05/03
494103161600,BROWN/RE-ROOF,AABCO ROOFING INC,CLOSED,06/06/03
494103162110,BAKER/ROOF,AABCO ROOFING INC,CLOSED,06/18/03
494104340300,TONG/RE-ROOF,AABCO ROOFING INC,CLOSED,06/19/03
494104490230,WENSMAN/RE-ROOF,AABCO ROOFING INC,CLOSED,07/01/03
494105042760,REYES/REROOF SHINGLE,AABCO ROOFING INC,CLOSED,07/22/03
494103042690,MITCHELL/RE-ROOF,AABCO ROOFING INC,CLOSED,08/26/03
494103030490,GALANTE/RE-ROOF,AABCO ROOFING INC,CLOSED,10/09/03
494104490300,POOLE/RE-ROOF,AABCO ROOFING INC,CLOSED,10/15/03
494103190370,PERDUE/RE-ROOF,AABCO ROOFING INC,CLOSED,10/20/03
494108051290,BROWN/REROOF,AABCO ROOFING INC,CLOSED,01/16/04
494109310010,TMRC WATER PLANT/REROOF,AABCO ROOFING INC,CLOSED,02/09/04
494103041490,DEFORTE/REROOF,AABCO ROOFING INC,CLOSED,02/17/04
494103030390,WILZIG/REROOF,AABCO ROOFING INC,CLOSED,02/25/04
494103042520,JASSON/REROOF,AABCO ROOFING INC,CLOSED,03/05/04
494105161990,MAIONE/REROOF,AABCO ROOFING INC,CLOSED,03/12/04
494104710010,TAMARAC REC/REROOF,AABCO ROOFING INC,CLOSED,03/18/04
494110031540,STANTON/RE-ROOF,AABCO ROOFING INC,CLOSED,05/28/04
494109310010,CITY OF TAMARAC/RE-ROOF,AABCO ROOFING INC,CLOSED,06/10/04
494103162350,CANIZALES/REROOF,AABCO ROOFING INC,CLOSED,06/15/04
494103182090,HOFKIN/RE-ROOF,AABCO ROOFING INC,CLOSED,09/15/04
494110042110,MALEPART/RE-ROOF,AABCO ROOFING INC,CLOSED,10/21/04
494106021790,STAATS/SHINGLE ROOF,AABCO ROOFING INC,CLOSED,11/19/04
494105060540,MERSAL/ROOF,AABCO ROOFING INC,CLOSED,01/28/05
494104440460,REROOF TILE TO TILE,AABCO ROOFING INC,CLOSED,03/25/05
494103033070,REROOF FLAT AND TILE,AABCO ROOFING INC,CLOSED,04/15/05
494105030070,RENEW06-2244/MULLER/RROOF,AABCO ROOFING INC,VOID,04/22/05
494104490280,REROOF TILE/BLANKENSHIP,AABCO ROOFING INC,CLOSED,05/18/05
494106020460,REROOF TILE TO SHINGLE,AABCO ROOFING INC,CLOSED,06/03/05
494104420130,LUIS TORRES /BELYS WILSON,AABCO ROOFING INC,CLOSED,06/16/05
494113071530,REROOF FLAT AND TILE,AABCO ROOFING INC,CLOSED,09/23/05
494113022910,REROOF FLAT,AABCO ROOFING INC,CLOSED,09/23/05
494105051280,HW/FLAT SF 400,AABCO ROOFING INC,CLOSED,12/16/05
494104470520,MARTIN/REROOF,AABCO ROOFING INC,CLOSED,03/02/06
494104460390,CONSTANTINO/REROOF,AABCO ROOFING INC,CLOSED,03/10/06
494104460450,SALTZMAN/REROOF,AABCO ROOFING INC,CLOSED,03/10/06
494105030070,MULLER/RENEW05-1426/RROOF,AABCO ROOFING INC,CLOSED,03/23/06
494103032320,REROOF TILE/2650 SF,AABCO ROOFING INC,CLOSED,05/19/06
494103033310,REROOF TILE/1500 SF,AABCO ROOFING INC,CLOSED,09/29/06
494103190430,RROOF SHINGLE&FLAT/2900SF,AABCO ROOFING INC,CLOSED,10/06/06
494114110260,REROOF TILE/4400 SF,AABCO ROOFING INC,CLOSED,11/07/06
494106022130,MASON/REROOF(SHING)1800,AABCO ROOFING INC,CLOSED,01/11/07
494106010880,RROOF SHINGLE&FLAT/2500SF,AABCO ROOFING INC,CLOSED,01/26/07
494104420470,REROOF TILE TO SHINGLES 4,AABCO ROOFING INC,CLOSED,04/04/07
494110041080,REROOF SHINGLES W/FLAT,AABCO ROOFING INC,CLOSED,06/12/07
494111100272,KAUFFMAN/SHINGLE/FLAT,AABCO ROOFING INC,CLOSED,11/02/07
494113030360,RERF TILE W/ PF&FLAT/1450,AABCO ROOFING INC,CLOSED,03/26/08
494104460920,RE-ROOF TILE TO TILE RF,AABCO ROOFING INC,CLOSED,04/03/08
494106012600,TITLE TO TILE W/FLAT,AABCO ROOFING INC,CLOSED,04/04/08
494104460690,REROOF TILE,AABCO ROOFING INC,CLOSED,06/24/08
494104420460,REROOF TILE TO SHINGLE,AABCO ROOFING INC,CLOSED,07/11/08
494103160700,RUMULY,AABCO ROOFING INC,CLOSED,05/13/98
494103181540,"POWERS, WILLIAM",AABCO ROOFING INC,CLOSED,05/28/98
494113022140,GRACE THOMAS,AABCO ROOFING INC,VOID,06/04/98
494113111750,ANDY MCKENZIE,AABCO ROOFING INC,CLOSED,06/04/98
494103160300,,AABCO ROOFING INC,CLOSED,06/18/98
494105090230,KENT,AABCO ROOFING INC,CLOSED,07/01/98
494105140120,"BRUSWICK, GLORIA",AABCO ROOFING INC,VOID,07/15/98
494103050710,AUBREY,AABCO ROOFING INC,CLOSED,07/17/98
494113023620,,AABCO ROOFING INC,VOID,08/03/98
494103162380,KREUTER,AABCO ROOFING INC,CLOSED,08/20/98
494105042160,,AABCO ROOFING INC,CLOSED,09/18/98
494105050190,ROBERTSON,AABCO ROOFING INC,CLOSED,10/21/98
494104AC0610,,AABCO ROOFING INC,CLOSED,10/28/98
494103181260,,AABCO ROOFING INC,CLOSED,01/20/99
494104440300,,AABCO ROOFING INC,CLOSED,01/29/99
494103060990,,AABCO ROOFING INC,CLOSED,02/26/99
494103182300,,AABCO ROOFING INC,CLOSED,03/23/99
494105061080,,AABCO ROOFING INC,CLOSED,03/25/99
494105100170,,AABCO ROOFING INC,CLOSED,04/27/99
494103100940,,AABCO ROOFING INC,CLOSED,05/03/99
494105032430,,AABCO ROOFING INC,CLOSED,05/03/99
494105100080,,AABCO ROOFING INC,CLOSED,05/06/99
494103180840,,AABCO ROOFING INC,CLOSED,05/28/99
494105230470,,AABCO ROOFING INC,CLOSED,06/09/99
494105033040,,AABCO ROOFING INC,CLOSED,07/02/99
494103182640,,AABCO ROOFING INC,CLOSED,07/13/99
494104330190,,AABCO ROOFING INC,CLOSED,07/20/99
494113021630,,AABCO ROOFING INC,CLOSED,08/11/99
494113021650,,AABCO ROOFING INC,CLOSED,08/23/99
494103181630,JOHN MCCABE,AABCO ROOFING INC,CLOSED,11/19/99
494104320280,ALLEN KATZ,AABCO ROOFING INC,CLOSED,11/19/99
494113030240,REROOF FLAT ONLY 800,AABCO ROOFING INC,CLOSED,12/18/08
494108110400,SIEBOLD-SHINGLE AND FLAT,AABCO ROOFING INC,CLOSED,01/13/09
494113030240,SVENELID-RE-ROOF SHINGLE,AABCO ROOFING INC,CLOSED,01/22/09
494103162150,REROOF TILE 3400 SQ FT,AABCO ROOFING INC,CLOSED,04/25/09
494106022900,REROOF TILE TO TILE W/FLA,AABCO ROOFING INC,CLOSED,06/10/09
494108210230,REROOF TILE 2850 SQ FT,AABCO ROOFING INC,CLOSED,11/30/09
494108050780,RE-ROOF SHINGLES,AABCO ROOFING INC,CLOSED,02/16/10
494104461030,REROOF TILE/SLOPE/4300SF,AABCO ROOFING INC,CLOSED,06/01/10
494106022620,REROOF TILE ON SLOPE & FL,AABCO ROOFING INC,CLOSED,08/26/10
494106020680,RE-ROOF SHINGLE/FLAT,AABCO ROOFING INC,CLOSED,12/07/10
EN0000000000,RE-ROOF SHINGLES -C.O.T,AABCO ROOFING INC,CLOSED,01/20/11
494104420410,REROOF TILE TO TILE SLOPE,AABCO ROOFING INC,CLOSED,07/21/11
494114020760,REROOF FLAT ONLY/3100SF,AABCO ROOFING INC,CLOSED,03/22/12
494109310010,RE-ROOF FLAT,AABCO ROOFING INC,CLOSED,04/30/12
494104470530,REROOF TILE/3350SF,AABCO ROOFING INC,CLOSED,05/30/12
494104420380,RE-ROOF TILE TO TILE,AABCO ROOFING INC,CLOSED,06/20/12
494109310010,REROOF SHINGLE ONLY,AABCO ROOFING INC,CLOSED,07/19/12
494103061280,SHINGLE/FLAT*2150SF,AABCO ROOFING INC,CLOSED,06/24/13
494105061020,REROOF FLAT AND TILE,AABCO ROOFING INC,CLOSED,10/09/13
494113101760,,AABCO ROOFING INC.,CLOSED,04/23/98
494106011670,"CONLEY, MICHAEL",AABCO ROOFING INC.,CLOSED,05/01/98
494104670224,REROOF SHINGLES ONLY,A & J ROOFING CORP,CLOSED,02/03/16
494103181240,REROOF SHINGLE,AASTRO ROOFING,CLOSED,11/22/17
494111060040,REROOF SHINGLE AND FLAT,AASTRO ROOFING,CLOSED,07/16/19
494111060040,REROOF SHINGLE AND FLAT,AASTRO ROOFING,CLOSED,07/16/19
494109020410,REROOF TILE AND FLAT,AASTRO ROOFING,CLOSED,08/19/19
494113081390,RE-ROOF SHINGLE & FLAT,AASTRO ROOFING,IN PLAN CHECK,01/29/21
494104670181,REROOF SHINGLE,AASTRO ROOFING,CLOSED,01/29/21
494113081390,SEE 21-420 DUPLICATE,AASTRO ROOFING,DUPLICATE,02/03/21
494104670181,SEE 21-421 DUPLICATE,AASTRO ROOFING,DUPLICATE,02/03/21
494109031650,RE-ROOF TILE,AASTRO ROOFING,CLOSED,02/11/21
494113020810,REROOF TILE,AASTRO ROOFING,CLOSED,03/16/21
494104670171,REROOF SHINGLE,AASTRO ROOFING,CLOSED,03/24/21
494105060140,REROOF FLAT,AASTRO ROOFING,CLOSED,06/29/21
494105060140,SEE 21-3103 DUPLICATE,AASTRO ROOFING,DUPLICATE,07/05/21
494103180330,REROOF SHINGLES,AASTRO ROOFING,CLOSED,07/05/21
494105050130,REROOF FLAT ONLY,AASTRO ROOFING,CLOSED,11/01/21
494217050070,REROOF SHINGLE/SLOPE,AASTRO ROOFING,APPROVED,04/18/22
494103210450,REROOF FLAT,AASTRO ROOFING,APPROVED,05/05/22
494105033050,RE-ROOF SHINGLE & FLAT,AASTRO ROOFING,CLOSED,07/06/23
494103050380,RE-ROOF SHINGLES & FLAT,AASTRO ROOFING,CLOSED,12/19/23
494112240540,RE-ROOF SHINGLES & FLAT,AASTRO ROOFING,CLOSED,02/26/24
494105090380,RE-ROOF SHINGLE & FLAT,AASTRO ROOFING,CLOSED,08/16/24
494105043000,REROOF SINGLE & FLAT,AASTRO ROOFING,CLOSED,09/19/24
494106020390,REROOF SHINGLE AND FLAT,AASTRO ROOFING,CLOSED,09/23/25
494106020390,REROOF SHINGLE AND FLAT,AASTRO ROOFING,CLOSED,09/23/25
494113090640,SHINGLES/FLAT RE-ROOF,AASTRO ROOFING,APPROVED,10/27/25
494109021940,RE-ROOF TILE & FLAT,ABBA ROOFING LLC,APPROVED,04/29/22
494104420480,ALFRED LAKS-ROOF,ABC ROOFING,CLOSED,01/06/00
494104320560,DAVE SUMMER,ABC ROOFING,CLOSED,01/06/00
494110044060,ROOF-NEAL,ABC ROOFING,CLOSED,02/14/00
494110022190,ALVAREZ-ROOF 2500,ABC ROOFING,CLOSED,02/14/00
494103162490,ROOF-DEVITO,ABC ROOFING,CLOSED,02/14/00
